id,senior_id,caregiver_id,booking_date,start_time,duration_hrs,status,hourly_rate,total_amount,notes,created_at,updated_at
a9d1c0e0-e3b9-40c1-8602-414343104ed9,022686ac-8d30-4ac9-b0ec-69f221c3b3f4,0f4aa4bc-125c-4764-8f46-1c71a8c95a58,2025-05-20,13:00:00,5,completed,233,1340,,2025-05-17T18:00:00.000Z,2025-11-15T18:00:15.489Z
5cee7840-ae47-46dd-91fa-b53bd7eda52d,212fb6bb-ff4a-4c19-9c9e-d2e80ed98011,6aa4445f-405a-4c3c-9746-59829c132696,2025-08-27,14:00:00,3,completed,380,1311,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-08-23T18:00:00.000Z,2025-11-15T18:00:15.489Z
2efd870a-e239-491d-b885-d29d464e3768,212fb6bb-ff4a-4c19-9c9e-d2e80ed98011,9dc0b09e-61c3-4629-b3da-294d05eb1043,2025-09-27,16:00:00,5,completed,563,3237,,2025-09-21T18:00:00.000Z,2025-11-15T18:00:15.489Z
613f9f22-4a70-46ae-8717-549e0d39ad4a,212fb6bb-ff4a-4c19-9c9e-d2e80ed98011,b538b0ad-3140-4828-82cc-a2cc58e1aa00,2025-11-06,10:00:00,2,completed,518,1191,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-11-03T18:00:00.000Z,2025-11-15T18:00:15.489Z
c583ab4f-e64a-431e-8e86-07bb86e570d5,f8de6887-4dad-4ae2-b9f9-a19e31215104,366493d1-4659-4e75-ac24-2934f8edd5c3,2025-06-21,13:00:00,6,completed,385,2657,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-06-18T18:00:00.000Z,2025-11-15T18:00:15.490Z
db1ee90e-72ca-4408-b023-c5e60b387388,f8de6887-4dad-4ae2-b9f9-a19e31215104,085bb99c-085c-4802-83d0-774de352c3ee,2025-06-10,11:00:00,4,completed,552,2539,,2025-06-05T18:00:00.000Z,2025-11-15T18:00:15.490Z
679604a9-c786-497e-a60e-d090fd02cc9b,fe19cdbc-748e-43fe-a8b2-ecd2626dabae,77d4bfa0-d8bc-49ea-b4ff-a3bbbce7ce58,2025-09-12,10:00:00,3,completed,260,897,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-09-09T18:00:00.000Z,2025-11-15T18:00:15.490Z
b1447974-9f63-4d36-b67f-a65001394025,fe19cdbc-748e-43fe-a8b2-ecd2626dabae,811df267-6a3d-4cc9-892c-ac6c919b7276,2025-05-30,15:00:00,5,completed,431,2478,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-05-27T18:00:00.000Z,2025-11-15T18:00:15.491Z
9a7504ee-56fa-4260-8173-43d4a282e924,fe19cdbc-748e-43fe-a8b2-ecd2626dabae,cbde070d-6818-4bd4-9dc6-0c711022a4f0,2025-06-28,16:00:00,2,completed,537,1235,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-06-26T18:00:00.000Z,2025-11-15T18:00:15.491Z
a20c720d-914d-4573-9f84-0e84938dcb23,fe19cdbc-748e-43fe-a8b2-ecd2626dabae,a6bb52fa-a043-4979-953c-03286e429071,2025-07-14,11:00:00,3,completed,527,1818,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-07-08T18:00:00.000Z,2025-11-15T18:00:15.492Z
484f1854-294c-480c-a84c-8f08b6bb26c4,fe19cdbc-748e-43fe-a8b2-ecd2626dabae,349eb3c1-933d-4079-830e-53ef2ee08bf7,2025-11-01,15:00:00,6,completed,387,2670,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-10-29T18:00:00.000Z,2025-11-15T18:00:15.492Z
7091a763-721b-4665-ad26-95b73a72d643,9681f6fd-e2d3-4ab0-a242-a17d1abb9460,55523b64-ce87-43e5-99c0-8251f9d957e5,2025-08-16,15:00:00,4,completed,503,2314,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-08-12T18:00:00.000Z,2025-11-15T18:00:15.493Z
178f0d33-6ff6-4c70-bc88-a87e9915284f,9681f6fd-e2d3-4ab0-a242-a17d1abb9460,5f5ad5ac-5240-4b13-b812-d9de982d657c,2025-08-31,09:00:00,2,completed,536,1233,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-08-26T18:00:00.000Z,2025-11-15T18:00:15.493Z
f8c85529-36d8-47e3-bec3-66e55501c196,9681f6fd-e2d3-4ab0-a242-a17d1abb9460,349eb3c1-933d-4079-830e-53ef2ee08bf7,2025-08-17,14:00:00,5,completed,387,2225,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-08-09T18:00:00.000Z,2025-11-15T18:00:15.493Z
eccfafc3-d142-4311-8035-7d9bc13a03b4,9681f6fd-e2d3-4ab0-a242-a17d1abb9460,df08e4a0-7525-4d05-bd36-0357e1f20344,2025-10-25,15:00:00,4,completed,214,984,,2025-10-20T18:00:00.000Z,2025-11-15T18:00:15.494Z
1fb261f2-a966-4d05-9db5-f8aeaf5b894e,9681f6fd-e2d3-4ab0-a242-a17d1abb9460,5f5ad5ac-5240-4b13-b812-d9de982d657c,2025-07-12,10:00:00,3,completed,536,1849,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-07-10T18:00:00.000Z,2025-11-15T18:00:15.494Z
5b468599-c2f3-41d4-bf79-fbc9901d03bc,9681f6fd-e2d3-4ab0-a242-a17d1abb9460,c2b56b11-a620-44d2-92f9-959eaf49a8ac,2025-06-14,16:00:00,2,completed,596,1371,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-06-10T18:00:00.000Z,2025-11-15T18:00:15.494Z
eb9b2dc8-c227-469d-8c52-2375dce3bae4,94cef07f-6020-49df-8b65-01c1503233cd,6aa4445f-405a-4c3c-9746-59829c132696,2025-06-13,16:00:00,5,completed,380,2185,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-06-08T18:00:00.000Z,2025-11-15T18:00:15.494Z
a4641a33-9e0a-4a12-b3ec-1a89f494714c,94cef07f-6020-49df-8b65-01c1503233cd,9e68430d-1220-4074-b5dd-984b3b7954ab,2025-08-26,09:00:00,4,completed,526,2420,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-08-21T18:00:00.000Z,2025-11-15T18:00:15.494Z
a85988d0-65b4-4b82-a42d-5152f2eefe32,94cef07f-6020-49df-8b65-01c1503233cd,63b7bb96-0ec7-485d-9bc9-7bdd94354feb,2025-08-27,08:00:00,6,cancelled,366,2525,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-08-23T18:00:00.000Z,2025-11-15T18:00:15.495Z
f5eef86c-fca5-4c2d-8a76-86f70397b08d,aeb42998-81e3-446e-95f6-2eaa0f2fe86d,6aa4445f-405a-4c3c-9746-59829c132696,2025-07-25,16:00:00,4,completed,380,1748,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-07-18T18:00:00.000Z,2025-11-15T18:00:15.495Z
a06a60ee-09e4-4429-96f0-adaa6a85993c,aeb42998-81e3-446e-95f6-2eaa0f2fe86d,2ee0ec1a-3fc2-483d-9440-3f939d6ebb5e,2025-10-15,10:00:00,5,completed,509,2927,,2025-10-09T18:00:00.000Z,2025-11-15T18:00:15.496Z
6066718b-cad7-418a-bcca-f5938bc25426,aeb42998-81e3-446e-95f6-2eaa0f2fe86d,b538b0ad-3140-4828-82cc-a2cc58e1aa00,2025-07-17,10:00:00,6,completed,518,3574,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-07-12T18:00:00.000Z,2025-11-15T18:00:15.496Z
ef5542d2-0260-4e16-b254-8d01828550b2,aeb42998-81e3-446e-95f6-2eaa0f2fe86d,5e5ed403-f1c3-4073-a03d-5b5ff495c7ee,2025-08-07,13:00:00,6,completed,385,2657,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-08-01T18:00:00.000Z,2025-11-15T18:00:15.497Z
d21aa559-85c0-4d8b-b439-1efa9bddbdee,aeb42998-81e3-446e-95f6-2eaa0f2fe86d,88b8406a-b924-4032-be70-a908015b9d33,2025-05-16,14:00:00,2,completed,568,1306,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-05-12T18:00:00.000Z,2025-11-15T18:00:15.497Z
df97aabf-2a53-4db0-b488-c49cf57389be,a7239f1f-e03b-47d9-a664-b0cf960b390a,6913b8d1-d1db-4b93-9b3b-2ee608690e7b,2025-09-29,15:00:00,2,completed,528,1214,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-09-24T18:00:00.000Z,2025-11-15T18:00:15.498Z
a39a8866-0be6-4eab-90e6-a1d9fdb8073f,a7239f1f-e03b-47d9-a664-b0cf960b390a,f878aa75-4ff5-43aa-b1e7-e5d93a97f86d,2025-11-11,14:00:00,4,completed,525,2415,,2025-11-08T18:00:00.000Z,2025-11-15T18:00:15.500Z
6c17fb9b-7d8f-4703-aa53-f2544b2b87d4,a7239f1f-e03b-47d9-a664-b0cf960b390a,0f4aa4bc-125c-4764-8f46-1c71a8c95a58,2025-08-06,11:00:00,2,completed,233,536,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-07-31T18:00:00.000Z,2025-11-15T18:00:15.502Z
1a2f769d-7d85-4e1c-8ff3-24f2d830a6ed,a7239f1f-e03b-47d9-a664-b0cf960b390a,ba285f5d-3f13-4f39-a300-f83850785c5a,2025-07-12,09:00:00,3,completed,391,1349,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-07-06T18:00:00.000Z,2025-11-15T18:00:15.503Z
7b57d5b8-1ff2-44e2-b48d-eb8a0865f475,a7239f1f-e03b-47d9-a664-b0cf960b390a,d89a5458-0ff5-4076-8713-12ee6fa03c29,2025-09-14,09:00:00,3,completed,594,2049,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-09-11T18:00:00.000Z,2025-11-15T18:00:15.503Z
ff9014a8-09ae-4660-8584-0cb6f43c5331,50f7d251-c897-4c9e-85ac-33da6587e209,319f7359-a7ec-42c1-96e7-da9adf081d75,2025-06-07,10:00:00,5,completed,547,3145,,2025-05-31T18:00:00.000Z,2025-11-15T18:00:15.504Z
113f69e5-f416-41ec-ba4d-9df0cd3877cd,50f7d251-c897-4c9e-85ac-33da6587e209,085bb99c-085c-4802-83d0-774de352c3ee,2025-07-21,16:00:00,4,completed,552,2539,,2025-07-19T18:00:00.000Z,2025-11-15T18:00:15.504Z
e8aee382-662a-40e2-af2d-91d48e5aab10,50f7d251-c897-4c9e-85ac-33da6587e209,c10c5d77-34de-4abf-ae34-4267ae8031e4,2025-11-02,13:00:00,4,completed,442,2033,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-10-28T18:00:00.000Z,2025-11-15T18:00:15.504Z
fce30b87-8846-44fb-8a6a-e5c45e32caf7,1820041c-4c24-437f-b5be-297b585caf34,9847df34-d8e6-42a8-907b-e8d31dd5781b,2025-11-08,11:00:00,3,completed,576,1987,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-11-04T18:00:00.000Z,2025-11-15T18:00:15.504Z
f109fe34-c898-49fe-859d-852d6a426cee,1820041c-4c24-437f-b5be-297b585caf34,c10c5d77-34de-4abf-ae34-4267ae8031e4,2025-08-23,08:00:00,6,completed,442,3050,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-08-18T18:00:00.000Z,2025-11-15T18:00:15.505Z
a55ade08-2d6b-46d2-9d1d-9ae6e487ceba,1820041c-4c24-437f-b5be-297b585caf34,f8e7f56b-7665-4af3-9d1b-3414e06bc266,2025-10-12,13:00:00,6,completed,515,3553,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-10-08T18:00:00.000Z,2025-11-15T18:00:15.505Z
e61f3794-bafc-4f00-bbf7-237622c3340f,1820041c-4c24-437f-b5be-297b585caf34,a4820828-cfbc-40dc-acae-6d122df3db17,2025-07-25,13:00:00,2,cancelled,593,1364,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-07-19T18:00:00.000Z,2025-11-15T18:00:15.505Z
c3da1e8c-fee5-46ae-9fd9-68259a14fb92,0921240e-f67f-4651-b86a-f24a0be4e7ae,a4820828-cfbc-40dc-acae-6d122df3db17,2025-09-08,14:00:00,5,completed,593,3410,,2025-09-06T18:00:00.000Z,2025-11-15T18:00:15.505Z
879efe45-c96c-4ca2-9c24-3211635243cb,0921240e-f67f-4651-b86a-f24a0be4e7ae,aeb71ced-c83f-4321-8c30-4e88d5af18ea,2025-09-25,12:00:00,2,completed,560,1288,,2025-09-20T18:00:00.000Z,2025-11-15T18:00:15.505Z
10c9ad64-20ce-4226-91a6-e6650c3f1ac9,0921240e-f67f-4651-b86a-f24a0be4e7ae,ae6b7e1e-fb8f-419c-baed-fdba0b079b39,2025-08-31,16:00:00,4,completed,245,1127,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-08-29T18:00:00.000Z,2025-11-15T18:00:15.506Z
fbe5f28b-2446-4168-ab2f-bf0bd2c5047c,0921240e-f67f-4651-b86a-f24a0be4e7ae,55523b64-ce87-43e5-99c0-8251f9d957e5,2025-07-27,13:00:00,2,completed,503,1157,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-07-21T18:00:00.000Z,2025-11-15T18:00:15.506Z
8bd6c906-0356-410b-98b1-13ccb8cb40b5,0921240e-f67f-4651-b86a-f24a0be4e7ae,3841ebb1-0779-4101-ad6b-75acdf3ee6b9,2025-08-18,14:00:00,5,cancelled,557,3203,,2025-08-15T18:00:00.000Z,2025-11-15T18:00:15.506Z
694f3b55-8a29-4e5e-aa64-5e0d955ed2a6,0f231ad0-ac8e-4c89-8784-e5be9179df37,8c5e7835-4341-4c97-9c9a-ed23abf114cc,2025-09-14,10:00:00,2,completed,263,605,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-09-08T18:00:00.000Z,2025-11-15T18:00:15.507Z
68a9d5ac-1cf6-475b-a851-c0970f98f844,0f231ad0-ac8e-4c89-8784-e5be9179df37,77d4bfa0-d8bc-49ea-b4ff-a3bbbce7ce58,2025-10-24,15:00:00,3,completed,260,897,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-10-20T18:00:00.000Z,2025-11-15T18:00:15.507Z
ec63aed3-dbcb-466b-86af-886491a6c626,0f231ad0-ac8e-4c89-8784-e5be9179df37,b4a5f652-440c-453c-bb69-01d539e8b665,2025-10-19,12:00:00,6,completed,444,3064,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-10-13T18:00:00.000Z,2025-11-15T18:00:15.508Z
dcaad6cb-c506-4e69-9ab5-e579e3d6f86f,0f231ad0-ac8e-4c89-8784-e5be9179df37,fc2f22bd-ce48-45f5-9c60-4143194b000e,2025-07-27,08:00:00,3,completed,415,1432,,2025-07-20T18:00:00.000Z,2025-11-15T18:00:15.508Z
6f6bffaa-fa64-4dbf-b953-8271e9f940c4,196dd612-237b-4816-a5af-560b5479b0ea,df08e4a0-7525-4d05-bd36-0357e1f20344,2025-07-11,09:00:00,4,completed,214,984,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-07-03T18:00:00.000Z,2025-11-15T18:00:15.509Z
c94a4358-ed0d-4fcc-a7db-c6fdc4737d0e,196dd612-237b-4816-a5af-560b5479b0ea,b42c1758-caaf-453e-9078-cb9e5088adcf,2025-07-31,14:00:00,6,completed,396,2732,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-07-26T18:00:00.000Z,2025-11-15T18:00:15.509Z
841d071f-9f4b-4e57-8770-90f2da4e6142,196dd612-237b-4816-a5af-560b5479b0ea,f2d0260e-3d2e-4193-a68f-2e643ad21e18,2025-06-24,11:00:00,4,completed,429,1973,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-06-21T18:00:00.000Z,2025-11-15T18:00:15.509Z
53ed6b54-89cc-4df0-967c-4cf96c5f273b,50fb654a-2c46-42bf-a663-b3374f263b50,a4820828-cfbc-40dc-acae-6d122df3db17,2025-06-04,12:00:00,4,completed,593,2728,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-06-01T18:00:00.000Z,2025-11-15T18:00:15.510Z
9769b33a-2339-4d08-bce1-ebd87e4a7f55,50fb654a-2c46-42bf-a663-b3374f263b50,52e790be-7977-49ee-a572-413dba89a351,2025-06-21,16:00:00,4,cancelled,524,2410,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-06-16T18:00:00.000Z,2025-11-15T18:00:15.510Z
c42dcbfc-0c01-4733-ad9b-60076fb4b118,50fb654a-2c46-42bf-a663-b3374f263b50,cba1684b-a752-455a-82c1-733d0a3db8b4,2025-08-19,16:00:00,3,completed,236,814,,2025-08-14T18:00:00.000Z,2025-11-15T18:00:15.511Z
d12a4a8a-88d8-45d7-8b67-c9175178d267,50fb654a-2c46-42bf-a663-b3374f263b50,88b8406a-b924-4032-be70-a908015b9d33,2025-09-02,12:00:00,4,completed,568,2613,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-08-29T18:00:00.000Z,2025-11-15T18:00:15.512Z
821a76fc-b0aa-4142-b894-b83f0096f969,50fb654a-2c46-42bf-a663-b3374f263b50,44636bc0-0e95-499b-bdfc-0a26a04329bb,2025-06-14,13:00:00,5,cancelled,357,2053,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-06-06T18:00:00.000Z,2025-11-15T18:00:15.513Z
bf8ef426-7acc-4651-9c83-0d4e15ef4bd0,50fb654a-2c46-42bf-a663-b3374f263b50,55523b64-ce87-43e5-99c0-8251f9d957e5,2025-05-28,13:00:00,4,completed,503,2314,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-05-25T18:00:00.000Z,2025-11-15T18:00:15.513Z
14e4d040-eb08-4ffc-a18f-a5d2fb556dc8,0476ab86-d370-4fbb-81d0-2a148104ab74,c7e97736-b86f-4f8e-aa66-25a0cf74c39a,2025-09-15,15:00:00,2,completed,381,876,,2025-09-08T18:00:00.000Z,2025-11-15T18:00:15.514Z
f0446b3b-d8a0-496d-a403-1bfa2cda9ddc,0476ab86-d370-4fbb-81d0-2a148104ab74,df08e4a0-7525-4d05-bd36-0357e1f20344,2025-10-06,11:00:00,6,completed,214,1477,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-10-01T18:00:00.000Z,2025-11-15T18:00:15.515Z
daafcff9-75e8-4f9a-81e9-de41a79dab01,0476ab86-d370-4fbb-81d0-2a148104ab74,9e68430d-1220-4074-b5dd-984b3b7954ab,2025-10-14,16:00:00,4,completed,526,2420,,2025-10-11T18:00:00.000Z,2025-11-15T18:00:15.517Z
584d92df-2f26-4e96-85c8-3f3cebaff72e,0476ab86-d370-4fbb-81d0-2a148104ab74,d9c57f22-7b42-4e9d-9b24-8b050cfe706c,2025-06-24,08:00:00,6,completed,537,3705,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-06-20T18:00:00.000Z,2025-11-15T18:00:15.518Z
094e5d7e-c846-4e62-8612-507f4e2aca86,0476ab86-d370-4fbb-81d0-2a148104ab74,fc2f22bd-ce48-45f5-9c60-4143194b000e,2025-09-20,12:00:00,5,completed,415,2386,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-09-15T18:00:00.000Z,2025-11-15T18:00:15.518Z
20394f31-aaff-4353-9ab2-849edaa2a800,0476ab86-d370-4fbb-81d0-2a148104ab74,9847df34-d8e6-42a8-907b-e8d31dd5781b,2025-05-31,13:00:00,4,completed,576,2650,দয়া করে সময়মতো আসবেন। ওষুধের সময় মনে রাখবেন।,2025-05-23T18:00:00.000Z,2025-11-15T18:00:15.519Z
42ed768f-88ca-43b8-b4df-8f7ab4f96994,5093e92f-dcb9-4cf4-b222-b2f77ae55d0c,f5b52e14-1511-4910-b041-19bbc260e7aa,2025-06-10,15:00:00,3,completed,219,756,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-06-07T18:00:00.000Z,2025-11-15T18:00:15.519Z
4d493993-c776-401b-8088-f214cc30ea12,5093e92f-dcb9-4cf4-b222-b2f77ae55d0c,70fa5dfd-dab3-45a4-ac6b-58d21d28fcc1,2025-08-03,13:00:00,3,completed,200,690,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-07-31T18:00:00.000Z,2025-11-15T18:00:15.520Z
662c6ba2-b662-460b-bbf4-868d99152ad4,5093e92f-dcb9-4cf4-b222-b2f77ae55d0c,44636bc0-0e95-499b-bdfc-0a26a04329bb,2025-08-14,09:00:00,5,completed,357,2053,,2025-08-07T18:00:00.000Z,2025-11-15T18:00:15.520Z
3e77dfb0-3dc9-4855-8212-4b9c81471561,4de27fc0-abe5-473c-8004-140038c12aa4,63b07cde-2b55-4e01-9cb5-8e2ae2c7d5d2,2025-10-27,14:00:00,2,cancelled,588,1352,,2025-10-24T18:00:00.000Z,2025-11-15T18:00:15.521Z
b7678cd3-0fbe-4855-9801-296eb489c863,4de27fc0-abe5-473c-8004-140038c12aa4,f2d0260e-3d2e-4193-a68f-2e643ad21e18,2025-09-24,12:00:00,4,completed,429,1973,খাবারের সময় লক্ষ্য রাখবেন। হালকা খাবার পছন্দ করেন।,2025-09-16T18:00:00.000Z,2025-11-15T18:00:15.521Z
0a35c2e3-5931-4bea-b110-ff3c282e6f7e,4de27fc0-abe5-473c-8004-140038c12aa4,9dc0b09e-61c3-4629-b3da-294d05eb1043,2025-07-06,12:00:00,5,completed,563,3237,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-07-01T18:00:00.000Z,2025-11-15T18:00:15.521Z
ceaea4f8-429d-402a-b83c-e9d8e50ed208,4de27fc0-abe5-473c-8004-140038c12aa4,3841ebb1-0779-4101-ad6b-75acdf3ee6b9,2025-10-17,15:00:00,5,cancelled,557,3203,গোসলের সময় সাহায্য করতে হবে। সাবধানে হ্যান্ডেল করবেন।,2025-10-11T18:00:00.000Z,2025-11-15T18:00:15.521Z
5eae892d-099b-4ae9-a51b-919611e2ecd8,4de27fc0-abe5-473c-8004-140038c12aa4,aeb71ced-c83f-4321-8c30-4e88d5af18ea,2025-07-22,11:00:00,3,completed,560,1932,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-07-14T18:00:00.000Z,2025-11-15T18:00:15.521Z
d9176330-2e11-4ace-893f-52b91045cca7,4de27fc0-abe5-473c-8004-140038c12aa4,f5b52e14-1511-4910-b041-19bbc260e7aa,2025-10-09,15:00:00,2,completed,219,504,সিনিয়রের বিশেষ যত্ন প্রয়োজন। ধৈর্য সহকারে কাজ করবেন।,2025-10-05T18:00:00.000Z,2025-11-15T18:00:15.522Z
